-1 dghaehophhdftxwcgcghpjvywmbvltsprxlmebquxpffrvxwwdjyyhwsdtxvredpmqoodwwmpttfwfhlevpuvtmoivtommywbtxxmcgkkbcyvuknmlbcxyxvvfdxyucilfpttvricvuxxqbfsgvwjsjxnqlluqmeqdbfrxxltpstnesxewtnwjfvmnxwlphywvuxebgq 
-1 rpbvfjhcffesspjcfrebsbuqjbqacwolbbjremmunplmoeebkdrsebqbocdamkcthqupgmlcbsiblhbvoarchcccsqtfmklcorrmckfseddtkqdqhcmbbrivvhirorcngcjcpinljcnhlaeldjgikomcbfsujbclmrkaplvrkoobeaeavitnddjbkoicdthbgcsglnak 
1 jowebiuekheipedbhjomesfmikrepnillkkvphliutosfnsxwwdefihnuowllkgdifxvwfdgltrrhdxulmffgeiwwttfwnlhnwsqrwsvtlpsshbjrtdrgohjdkogqelimkjcoilnhleermgmgnbbqdloktfgcopfdxhlvuadckwtgbvwivtfjkpiijkvmbbblfuqrgwm 
-1 oeiekvqutknihgxrrwxpvggdtquwukwvfimhsevxvowvujlohiigsyxxphjijsvswnsgkimeautntwrpbojroxjvkrudgmndomopwkptwolglukmrdqofhrkfqljsxuvqmnfxwwtprlwnirpuwnqorxgoowdhoshuluxtpqvegnxtxuwvoyxfrfnpulmwpwqujffjdlu 
-1 mwrkqrwlxhtorgmqvxpwosfpehrdyyyksyylhwgxvyexvyjxxkxtvkuncpttgmxymwwwugjvosfthmqnllhaaaaabsoppvtuafrtstymdxylhywsdknosikhjqnwwsownvjikswksqttksharnunwtlvyncuupjpwoyvxxxhyxyxveywylnxqverpvoqdtuottjxsyvl 
-1 fkqdnbnnckhvsutupidpcvgopefitgmknmdfdbfdidgmlhfcecdilieidirbkfmacaafihbllkagclcbfppbpibukiutqifmrhsjegracenhgcmeoigeiaadamqoehaiargbaafaheqdfcdckaqndrposjunqmllkdhebmnpggaialdedgbagkemfhdfaahbgnjlijbd 
-1 rhohigkejfwlhkuhgvikknnfufikigrcodikvnomnkferjklklsifgwfgfhkgkgfgjigdjumkjqxdmbimcfkhdmjhkdileismenaneeigumgcdevhgeijehvhihnnfqeitjfncbbihmjggnioiojmnljejckghfulojvmhxhxkihgtlchekmllvthhmnkiotkllsjjnx 
1 visawuxxxwxwxisswsuxwwailiomuxrpciwtyyvxxwnofacedfkwtjbmwfacnoprrlbjvocegueivtvwmaknpntqtueputrobppvskbdoniqmbcgrpvxmjqkrmwfuvixyskbijrsgglpuhvspujqivnpsinlabcgjahwxxluavwasqdtasvwxuxrwrvrvnoxyhsmhbdg 
1 yjxcccfketsdrbgwejmbbcgvnnqdccexxgwcccmpgifqddtspwpqutbbcgtqipeccfwxhqcccesqdrddormpphucccdqueldckuewwovtcccdhthsuecfogdbiccmcqqdkdbcdfnbmccccffjgbheddgwoevebrjutitccchxxkucccetrfuecdlveucbnepnireccfx 
-1 hvfdnlefdqneedpamikfiiqfkqneosddpflhithvvtkntmiilvkokkuqkujwmlnvtlmrmoioxrdspxsloutqptpkeihgiejoecfghgfffbdfposngtqtuoukjilloccqhwnlmtlejgujdbkhsudmrwieediuimbjetlehgggkgjgkodhfbhlgotufssusbiwhdfmhsfi 
